,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,,,,,,,,,,,,,,,,,,
ODA Temperature (°C),Count,ODA Temperature (°C),EL 007 (kW),GHE EFT (°C),GHE ExFT (°C),Clg Provided (kW),Bldg Htg Provided (kW),EL 003 (kW),CP Energy (kW),DHW Provided by HP (kW),DHW by LPS (kW),Useful Bldg Htg by LPS (kW),Bldg Htg Uncertainty (kW),Bldg Clg Uncertainty (kW),DHW Htg by HP Uncertainty (kW),Bldg + DHW Htg by HP Uncertainty (kW),EL007+EL011 Uncertainty (kW),EL011 Uncertainty (kW),LPS DHW Uncertainty (kW),LPS Elec. Usage (kW),HtgFrac,COP H4,COP H3,COP H2,COP C3,COP C2,Overall (H+C) COP,Not used,Not used,Not used,Not used,Not used,Error COP H3,Error COP H2,Error COP H3b,Error COP C2,,,,,,,,,,,,,,,,,,,,
-1,10.22533333,0.544452774,375,-1,3834.5,204.1697901,,,,,,,,,,,,,,,,-1,375,55.10480784,2.69013107,20664.30294,1008.799151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8.95412844,0.477505354,436,0,3904,208.1923343,,,,,,,,,,,,,,,,0,436,50.34439345,2.468897267,21950.15554,1076.439208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10.10038199,0.542445615,465,1,4696.677625,252.2372108,,,,,,,,,,,,,,,,1,465,48.44883577,2.359311027,22528.70863,1097.079628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,10.43783234,0.56477726,419,2,4373.45175,236.6416718,,,,,,,,,,,,,,,,2,419,45.01078944,2.166048555,18859.52077,907.5743446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9.812398011,0.524903096,438,3,4297.830329,229.9075559,,,,,,,,,,,,,,,,3,438,40.3012799,1.945858293,17651.9606,852.2859322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10.06663199,0.538176389,386,4,3885.719949,207.7360863,,,,,,,,,,,,,,,,4,386,36.6305437,1.766610497,14139.38987,681.9116517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9.322265744,0.50130789,477,5,4446.72076,239.1238635,,,,,,,,,,,,,,,,5,477,31.30127652,1.51780533,14930.7089,723.9931422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9.709837708,0.522369526,467,6,4534.49421,243.9465688,,,,,,,,,,,,,,,,6,467,27.34861791,1.317553456,12771.80456,615.2974639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,10.92663861,0.585769858,421,7,4600.114856,246.6091104,,,,,,,,,,,,,,,,7,421,21.80032175,1.04563034,9177.935456,440.2103732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,10.71180572,0.58187897,335,8,3588.454918,194.9294548,,,,,,,,,,,,,,,,8,335,16.80745214,0.809117363,5630.496466,271.0543167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,11.30518397,0.612230988,253,9,2860.211545,154.8944401,,,,,,,,,,,,,,,,9,253,10.64538065,0.511166016,2693.281303,129.3250021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,12.08151994,0.6542074,229,10,2766.668067,149.8134946,,,,,,,,,,,,,,,,10,229,8.139761439,0.41938322,1864.00537,96.03875735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,10.49772828,0.57102249,209,11,2194.02521,119.3437005,,,,,,,,,,,,,,,,11,209,4.113926507,0.220965374,859.8106399,46.1817632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,11.47783251,0.625954719,203,12,2330,127.068808,,,,,,,,,,,,,,,,12,203,2.251518027,0.1417787,457.0581596,28.78107609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,10.20397112,0.556049047,277,13,2826.5,154.025586,,,,,,,,,,,,,,,,13,277,1.186279838,0.084469803,328.5995152,23.39813553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,11.5926893,0.63249689,383,14,4440,242.2463087,,,,,,,,,,,,,,,,14,383,1.290035148,0.100479167,494.0834618,38.48352101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,11.82397959,0.646896534,392,15,4635,253.5834412,,,,,,,,,,,,,,,,15,392,1.119948491,0.09052621,439.0198083,35.48627448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,12.86595174,0.699530037,373,16,4799,260.9247038,,,,,,,,,,,,,,,,16,373,1.091277299,0.08818798,407.0464325,32.89411651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,14.13931889,0.76941335,323,17,4567,248.5205121,,,,,,,,,,,,,,,,17,323,1.157207974,0.09363362,373.7781757,30.24365931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,21.11469534,1.150869887,279,18,5891,321.0926985,,,,,,,,,,,,,,,,18,279,1.415993853,0.115329856,395.0622851,32.17702988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,30.33744856,1.651867461,243,19,7372,401.403793,,,,,,,,,,,,,,,,19,243,1.644712386,0.133600687,399.6651099,32.46496685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,40.75799087,2.222247285,219,20,8926,486.6721554,,,,,,,,,,,,,,,,20,219,1.891552833,0.154231984,414.2500704,33.7768045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,47.71921182,2.603694758,203,21,9687,528.5500358,,,,,,,,,,,,,,,,21,203,1.972796466,0.160165466,400.4776826,32.51358966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,58.74226804,3.202776913,97,22,5698,310.6693606,,,,,,,,,,,,,,,,22,97,2.215807521,0.180038705,214.9333295,17.46375442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,68.63333333,3.742135341,90,23,6177,336.7921807,,,,,,,,,,,,,,,,23,90,2.757674334,0.221095768,248.19069,19.89861908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,69.27272727,3.81,44,24,3048,167.64,,,,,,,,,,,,,,,,24,44,2.22637897,0.176958055,97.96067467,7.786154404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,81.90909091,4.505,22,25,1802,99.11,,,,,,,,,,,,,,,,25,22,2.973553396,0.235399042,65.41817471,5.178778921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,57.07692308,3.139230769,13,26,742,40.81,,,,,,,,,,,,,,,,26,13,2.227052639,0.175011859,28.95168431,2.275154164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,68.44444444,3.764444444,9,27,616,33.88,,,,,,,,,,,,,,,,27,9,0.78102031,0.062475732,7.029182791,0.562281586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,40.71428571,2.239285714,7,28,285,15.675,,,,,,,,,,,,,,,,28,7,0.408574212,0.033747355,2.860019485,0.236231483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,28,1.54,1,29,28,1.54,,,,,,,,,,,,,,,,29,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
