Day #,Tavg,COPdaily,HtgDaily,DHW w Leg. Daily,DHWdaily,Htg+DHW inc. Leg.  daily,,ClgSum,Clg2Sum,GHE EFT(°C),GHE ExFT(°C),BHHE,Htg Fraction,EH3,EH4,EC2,EC3,COPH3,COPH4,COPC2,COPC3,Overall COP,All Conditioning,EH2,All HP Heating,COPH2,DHW by HP,DHW w LPS,Elec003,Elec007,EH1,Htg Portion of SSCCP,Elec. Used by Load side CP & fans,DHW by LPS,Ht Loss by LPS,Useful Ht Loss by LPS,"Useful Ht dissipated by internal pumps, fans","Htg. Portion of electricity used by internal pumps, fans"
11/5/16,0.5555555,,1060,,,1132,,106,,,,,0.914378029,,,,,,,,,3.427297526,1238,,,,,,,,,,,,,,,
11/6/16,-1.217592667,,1203,,,1275.640139,,184,,,,,0.873941532,,,,,,,,,3.509588907,1459.640139,,,,,,,,,,,,,,,
11/7/16,-2.650463167,,1326,,,1406.496389,,280,,,,,0.833975334,,,,,,,,,3.460611289,1686.496389,,,,,,,,,,,,,,,
11/8/16,-3.090278042,,1471,,,1552.369306,,284,,,,,0.845347012,,,,,,,,,3.812896081,1836.369306,,,,,,,,,,,,,,,
11/9/16,-1.116895125,,1325,,,1403.80875,,281,,,,,0.833215491,,,,,,,,,3.723630584,1684.80875,,,,,,,,,,,,,,,
11/10/16,0.497685208,,1185,,,1263.692361,,286,,,,,0.815447242,,,,,,,,,3.725933156,1549.692361,,,,,,,,,,,,,,,
11/11/16,-1.307870542,,1203,,,1280.994028,,268,,,,,0.826984485,,,,,,,,,3.400641012,1548.994028,,,,,,,,,,,,,,,
11/12/16,-1.199074125,,1125,,,1197.756528,,183,,,,,0.867463962,,,,,,,,,3.484026218,1380.756528,,,,,,,,,,,,,,,
11/13/16,1.192129708,,1000,,,1072.989306,,188,,,,,0.85091071,,,,,,,,,3.422503652,1260.989306,,,,,,,,,,,,,,,
11/14/16,2.041666792,,1054,,,1134.729167,,280,,,,,0.80208226,,,,,,,,,3.630018171,1414.729167,,,,,,,,,,,,,,,
11/15/16,3.259259375,,903,,,984.1365278,,282,,,,,0.777275204,,,,,,,,,3.541733743,1266.136528,,,,,,,,,,,,,,,
11/16/16,2.550926125,,951,,,1031.089028,,286,,,,,0.782854466,,,,,,,,,3.581990263,1317.089028,,,,,,,,,,,,,,,
11/17/16,4.796296708,,826,,,905.7980556,,297,,,,,0.753075756,,,,,,,,,3.800746227,1202.798056,,,,,,,,,,,,,,,
11/18/16,5.391204125,,742,,,819.9940278,,260,,,,,0.759257928,,,,,,,,,3.594617576,1079.994028,,,,,,,,,,,,,,,
11/19/16,5.00694475,,794,,,867.0475,,175,,,,,0.832061398,,,,,,,,,3.491290242,1042.0475,,,,,,,,,,,,,,,
11/20/16,4.335648583,,694,,,763.6983333,,172,,,,,0.816180072,,,,,,,,,3.066148336,935.6983333,,,,,,,,,,,,,,,
11/21/16,7.967593292,,468,,,545.8455556,,260,,,,,0.677357531,,,,,,,,,3.452371682,805.8455556,,,,,,,,,,,,,,,
11/22/16,7.520834125,,496,,,576.8455556,,263,,,,,0.686847185,,,,,,,,,3.51814985,839.8455556,,,,,,,,,,,,,,,
11/23/16,7.57407475,,396,,,459.5438889,,262,,,,,0.636889725,,,,,,,,,3.325844144,721.5438889,,,,,,,,,,,,,,,
11/24/16,3.277778042,,954,,,1034.845556,,269,,,,,0.793687221,,,,,,,,,3.547030091,1303.845556,,,,,,,,,,,,,,,
11/25/16,2.159722417,,1186,,,1265.565278,,267,,,,,0.825782299,,,,,,,,,3.990480551,1532.565278,,,,,,,,,,,,,,,
11/26/16,5.997685708,,675,,,749.2695833,,171,,,,,0.814184883,,,,,,,,,3.310553243,920.2695833,,,,,,,,,,,,,,,
11/27/16,0.604166625,,1261,,,1334.105694,,174,,,,,0.884623471,,,,,,,,,3.746840842,1508.105694,,,,,,,,,,,,,,,
11/28/16,-0.125000083,,1140,,,1216.85625,,281,,,,,0.812398553,,,,,,,,,3.351302105,1497.85625,,,,,,,,,,,,,,,
11/29/16,1.47453725,,1068,,,1147.85625,,273,,,,,0.807862337,,,,,,,,,3.543895734,1420.85625,,,,,,,,,,,,,,,
11/30/16,2.148148375,,991,,,1070.739861,,272,,,,,0.797429116,,,,,,,,,3.483016691,1342.739861,,,,,,,,,,,,,,,
12/1/16,-0.3310185,,1454,,,1534.554583,,282,,,,,0.844761064,,,,,,,,,4.144729599,1816.554583,,,,,,,,,,,,,,,
12/2/16,-0.178240792,,1267,,,1342.052222,,283,,,,,0.82585175,,,,,,,,,3.775322809,1625.052222,,,,,,,,,,,,,,,
12/3/16,-2.766203917,,1266,,,1338.872917,,188,,,,,0.87687253,,,,,,,,,3.518621926,1526.872917,,,,,,,,,,,,,,,
12/4/16,-0.89814825,,1162,,,1234.756528,,170,,,,,0.878982588,,,,,,,,,3.33546237,1404.756528,,,,,,,,,,,,,,,
12/5/16,4.423611458,,863,,,943.8455556,,254,,,,,0.78795263,,,,,,,,,3.362462193,1197.845556,,,,,,,,,,,,,,,
12/6/16,-0.599537167,,1273,,,1353.787361,,280,,,,,0.828619068,,,,,,,,,3.564124414,1633.787361,,,,,,,,,,,,,,,
12/7/16,1.138888958,,1133,,,1213.147222,,267,,,,,0.819612539,,,,,,,,,3.542118578,1480.147222,,,,,,,,,,,,,,,
12/8/16,7.543982208,,552,,,628.9726389,,258,,,,,0.709122933,,,,,,,,,3.594174874,886.9726389,,,,,,,,,,,,,,,
12/9/16,6.148148792,,709,,,787.9833333,,253,,,,,0.756960566,,,,,,,,,3.561101498,1040.983333,,,,,,,,,,,,,,,
12/10/16,0.287037,,1077,,,1149.52375,,174,,,,,0.868532771,,,,,,,,,3.477731337,1323.52375,,,,,,,,,,,,,,,
12/11/16,-1.062500167,,1278,,,1350.931111,,182,,,,,0.881273204,,,,,,,,,3.628346273,1532.931111,,,,,,,,,,,,,,,
12/12/16,-3.601852125,,1659.5,,,1739.647222,,270.5,,,,,0.865432742,,,,,,,,,3.834996655,2010.147222,,,,,,,,,,,,,,,
12/13/16,0.15277775,,1307,,,1386.216111,,276,,,,,0.833956609,,,,,,,,,3.705853816,1662.216111,,,,,,,,,,,,,,,
12/14/16,0.90972225,,1289,,,1369.030833,,302,,,,,0.819273233,,,,,,,,,3.933219879,1671.030833,,,,,,,,,,,,,,,
12/15/16,-1.439815,,1635,,,1714.041528,,294,,,,,0.853588685,,,,,,,,,4.18419914,2008.041528,,,,,,,,,,,,,,,
12/16/16,0.738425917,,1154,,,1232.517778,,271,,,,,0.819756039,,,,,,,,,3.501618428,1503.517778,,,,,,,,,,,,,,,
12/17/16,1.03472225,,1033,,,1103.163889,,175,,,,,0.86308485,,,,,,,,,3.220119292,1278.163889,,,,,,,,,,,,,,,
12/18/16,1.155092583,,1140,,,1212.931111,,182,,,,,0.869527607,,,,,,,,,3.657582751,1394.931111,,,,,,,,,,,,,,,
12/19/16,2.9837965,,1041,,,1118.612778,,277,,,,,0.801520877,,,,,,,,,3.724508382,1395.612778,,,,,,,,,,,,,,,
12/20/16,5.293981875,,779,,,858.9726389,,254,,,,,0.77178235,,,,,,,,,3.503984289,1112.972639,,,,,,,,,,,,,,,
12/21/16,2.414352042,,1093,,,1171.226806,,251,,,,,0.823516194,,,,,,,,,3.677659784,1422.226806,,,,,,,,,,,,,,,
12/22/16,4.557870708,,988,,,1065.470278,,248,,,,,0.811187201,,,,,,,,,3.794066825,1313.470278,,,,,,,,,,,,,,,
12/23/16,4.120370667,,1054,,,1127.338472,,217,,,,,0.838582318,,,,,,,,,3.770505981,1344.338472,,,,,,,,,,,,,,,
12/24/16,4.953704042,,845,,,917,,83,,,,,0.917,,,,,,,,,3.427815156,1000,,,,,,,,,,,,,,,
12/25/16,3.497685417,,915,,,987,,86,,,,,0.919850885,,,,,,,,,3.32702241,1073,,,,,,,,,,,,,,,
12/26/16,5.837963458,,618,,,687,,92,,,,,0.881899872,,,,,,,,,2.839535944,779,,,,,,,,,,,,,,,
12/27/16,2.023148292,,1265,,,1339.502361,,227,,,,,0.855091186,,,,,,,,,3.802000079,1566.502361,,,,,,,,,,,,,,,
12/28/16,-0.032407583,,1247,,,1322.1425,,228,,,,,0.852916748,,,,,,,,,3.322845169,1550.1425,,,,,,,,,,,,,,,
12/29/16,4.168981708,,890,,,965.7244444,,227,,,,,0.809679427,,,,,,,,,3.338901614,1192.724444,,,,,,,,,,,,,,,
12/30/16,6.879630333,,685,,,760.0261111,,207,,,,,0.785941664,,,,,,,,,3.384516568,967.0261111,,,,,,,,,,,,,,,
12/31/16,9.520834083,,358,,,430,,80,,,,,0.843137255,,,,,,,,,2.811612038,510,,,,,,,,,,,,,,,
1/1/17,4.104167083,,912,,,984,,85,,,,,0.920486436,,,,,,,,,3.512361263,1069,,,,,,,,,,,,,,,
1/2/17,-1.250000292,,1298,,,1374.771944,,255,,,,,0.843536391,,,,,,,,,3.328098716,1629.771944,,,,,,,,,,,,,,,
1/3/17,-3.210648417,,1722,,,1800.052222,,261,,,,,0.873365654,,,,,,,,,3.841333779,2061.052222,,,,,,,,,,,,,,,
1/4/17,-4.479167,,1689,,,1764.168611,,256,,,,,0.873277904,,,,,,,,,4.121927239,2020.168611,,,,,,,,,,,,,,,
1/5/17,-10.59722313,,2277,,,2353.946528,,246,,,,,0.905382669,,,,,,,,,3.883795291,2599.946528,,,,,,,,,,,,,,,
1/6/17,-9.884260083,,1743,,,1815,,104,,,,,0.945805107,,,,,,,,,4.23395431,1919,,,,,,,,,,,,,,,
1/7/17,-3.967593125,,1469,,,1542.978611,,166,,,,,0.902865958,,,,,,,,,3.9338357,1708.978611,,,,,,,,,,,,,,,
1/8/17,-4.298611417,,1418,,,1492.61875,,172,,,,,0.896673037,,,,,,,,,3.828993065,1664.61875,,,,,,,,,,,,,,,
1/9/17,1.442129708,,1439,,,1519.496389,,273,,,,,0.847698438,,,,,,,,,4.076814808,1792.496389,,,,,,,,,,,,,,,
1/10/17,1.789352,,1060,,,1141.078333,,267,,,,,0.810379868,,,,,,,,,3.344758231,1408.078333,,,,,,,,,,,,,,,
1/11/17,1.379629667,,1148,,,1229.136528,,268,,,,,0.82099161,,,,,,,,,3.40149607,1497.136528,,,,,,,,,,,,,,,
1/12/17,2.379629833,,1090,,,1170.263611,,281,,,,,0.806375632,,,,,,,,,3.550683469,1451.263611,,,,,,,,,,,,,,,
1/13/17,1.236111167,,986,,,1061.925139,,273,,,,,0.79549415,,,,,,,,,3.255989607,1334.925139,,,,,,,,,,,,,,,
1/14/17,-1.530092708,,1286,,,1355.989306,,185,,,,,0.879947253,,,,,,,,,3.636032932,1540.989306,,,,,,,,,,,,,,,
1/15/17,-2.972222458,,1199,,,1268.698333,,185,,,,,0.872738383,,,,,,,,,3.326132399,1453.698333,,,,,,,,,,,,,,,
1/16/17,-2.703703917,,1628,,,1708.321806,,274,,,,,0.861778244,,,,,,,,,3.943419994,1982.321806,,,,,,,,,,,,,,,
1/17/17,-2.696759542,,1605,,,1685.554583,,259,,,,,0.866807544,,,,,,,,,3.750269669,1944.554583,,,,,,,,,,,,,,,
1/18/17,1.895833458,,1102,,,1182.787361,,259,,,,,0.82036186,,,,,,,,,3.539426122,1441.787361,,,,,,,,,,,,,,,
1/19/17,4.37500025,,869,,,948.85625,,255,,,,,0.78818069,,,,,,,,,3.523306487,1203.85625,,,,,,,,,,,,,,,
1/20/17,3.914352083,,888,,,966.5177778,,267,,,,,0.783545884,,,,,,,,,3.630015576,1233.517778,,,,,,,,,,,,,,,
1/21/17,2.606481708,,1016,,,1088.640139,,165,,,,,0.868383283,,,,,,,,,3.629419977,1253.640139,,,,,,,,,,,,,,,
1/22/17,0.956018458,,1112,,,1184.872917,,173,,,,,0.872594852,,,,,,,,,3.43930206,1357.872917,,,,,,,,,,,,,,,
1/23/17,2.446759292,,1135,,,1215.670972,,266,,,,,0.820472963,,,,,,,,,3.826129552,1481.670972,,,,,,,,,,,,,,,
1/24/17,-0.037037125,,1203,,,1284.078333,,266,,,,,0.828395769,,,,,,,,,3.530062022,1550.078333,,,,,,,,,,,,,,,
1/25/17,1.268518667,,1107,,,1187.670972,,275,,,,,0.811987791,,,,,,,,,3.610547256,1462.670972,,,,,,,,,,,,,,,
1/26/17,4.229166917,,913,,,993.8455556,,259,,,,,0.793270608,,,,,,,,,3.597850181,1252.845556,,,,,,,,,,,,,,,
1/27/17,0.027777833,,1276,,,1352.507083,,261,,,,,0.838240561,,,,,,,,,3.711254139,1613.507083,,,,,,,,,,,,,,,
1/28/17,-1.557870625,,1242,,,1314.814722,,180,,,,,0.879583739,,,,,,,,,3.665822683,1494.814722,,,,,,,,,,,,,,,
1/29/17,0.407407458,,1216,,,1288.52375,,170,,,,,0.88344379,,,,,,,,,3.616019768,1458.52375,,,,,,,,,,,,,,,
1/30/17,2.634259458,,1058,,,1138.438194,,282,,,,,0.801469715,,,,,,,,,3.819987682,1420.438194,,,,,,,,,,,,,,,
1/31/17,1.7962965,,1126,,,1206.612778,,274,,,,,0.814941486,,,,,,,,,3.795853184,1480.612778,,,,,,,,,,,,,,,
2/1/17,-0.166666792,,1385,,,1465.205417,,280,,,,,0.839560434,,,,,,,,,3.976673707,1745.205417,,,,,,,,,,,,,,,
2/2/17,-0.250000083,,1201,,,1281.554583,,279,,,,,0.821217404,,,,,,,,,3.578219669,1560.554583,,,,,,,,,,,,,,,
2/3/17,0.092592625,,1299,,,1378.390694,,263,,,,,0.839770019,,,,,,,,,3.827775449,1641.390694,,,,,,,,,,,,,,,
2/4/17,1.351851917,,1074,,,1147.396667,,172,,,,,0.869637385,,,,,,,,,3.570853114,1319.396667,,,,,,,,,,,,,,,
2/5/17,0.287037125,,1186,,,1258.989306,,176,,,,,0.877351002,,,,,,,,,3.695943648,1434.989306,,,,,,,,,,,,,,,
2/6/17,-2.104166833,,1702,,,1783.660278,,272,,,,,0.867682417,,,,,,,,,4.111043813,2055.660278,,,,,,,,,,,,,,,
2/7/17,-4.541667042,,1267,,,1343.972639,,291,,,,,0.82201537,,,,,,,,,3.180336374,1634.972639,,,,,,,,,,,,,,,
2/8/17,-3.449109833,,1579,,,1659.90375,,350,,,,,0.825862308,,,,,,,,,4.129000578,2009.90375,,,,,,,,,,,,,,,
2/9/17,-3.692129875,,1305,,,1383.136528,,273,,,,,0.835158518,,,,,,,,,3.356099677,1656.136528,,,,,,,,,,,,,,,
2/10/17,-2.261574292,,1396,,,1475.623472,,278,,,,,0.8414711,,,,,,,,,3.785904998,1753.623472,,,,,,,,,,,,,,,
2/11/17,-3.381944792,,1114,,,1187.862222,,189,,,,,0.862731363,,,,,,,,,3.057233777,1376.862222,,,,,,,,,,,,,,,
2/12/17,-3.025463292,,1347,,,1421.502361,,204,,,,,0.874500336,,,,,,,,,3.819786519,1625.502361,,,,,,,,,,,,,,,
2/13/17,-0.307870375,,1148,,,1229.020139,,306,,,,,0.800654081,,,,,,,,,3.53617455,1535.020139,,,,,,,,,,,,,,,
2/14/17,2.148148375,,880,,,961.4856944,,329,,,,,0.745057228,,,,,,,,,3.559954625,1290.485694,,,,,,,,,,,,,,,
2/15/17,2.11111125,,948,,,1028.670972,,331,,,,,0.756558751,,,,,,,,,3.727673005,1359.670972,,,,,,,,,,,,,,,
2/16/17,1.513889,,1003,,,1083.438194,,286,,,,,0.791155233,,,,,,,,,3.644443264,1369.438194,,,,,,,,,,,,,,,
2/17/17,2.962963167,,873,,,952.6816667,,327,,,,,0.7444677,,,,,,,,,3.824241456,1279.681667,,,,,,,,,,,,,,,
2/18/17,1.703703792,,892,,,965.5130556,,206,,,,,0.824159023,,,,,,,,,3.682259434,1171.513056,,,,,,,,,,,,,,,
2/19/17,5.386574458,,684,,,757.2220833,,190,,,,,0.79941346,,,,,,,,,3.577790103,947.2220833,,,,,,,,,,,,,,,
2/20/17,4.553241208,,740,,,820.5545833,,276,,,,,0.748302543,,,,,,,,,3.450042855,1096.554583,,,,,,,,,,,,,,,
2/21/17,-0.581018583,,1309,,,1390.194722,,295,,,,,0.824946046,,,,,,,,,4.112130614,1685.194722,,,,,,,,,,,,,,,
2/22/17,0.692129583,,1119,,,1199.147222,,262,,,,,0.820688842,,,,,,,,,3.539849369,1461.147222,,,,,,,,,,,,,,,
2/23/17,-0.287037042,,1373,,,1453.438194,,328,,,,,0.815879102,,,,,,,,,4.236093679,1781.438194,,,,,,,,,,,,,,,
2/24/17,-2.435185542,,1152,,,1232.321806,,331,,,,,0.78827136,,,,,,,,,3.610123021,1563.321806,,,,,,,,,,,,,,,
2/25/17,-1.36111125,,1057,,,1127.396667,,223,,,,,0.834863336,,,,,,,,,3.636152938,1350.396667,,,,,,,,,,,,,,,
2/26/17,-0.020833417,,1020,,,1093.0475,,191,,,,,0.851251609,,,,,,,,,3.482534794,1284.0475,,,,,,,,,,,,,,,
2/27/17,1.861111167,,1044.5,,,1125.985694,,280.5,,,,,0.800566759,,,,,,,,,3.808347149,1406.485694,,,,,,,,,,,,,,,
2/28/17,3.96990775,,867,,,947.8455556,,281,,,,,0.771330092,,,,,,,,,3.831394785,1228.845556,,,,,,,,,,,,,,,
3/1/17,3.368055792,,873,,,954.3111111,,281,,,,,0.772526939,,,,,,,,,3.708043302,1235.311111,,,,,,,,,,,,,,,
3/2/17,3.199074333,,807,,,887.4963889,,284,,,,,0.75757501,,,,,,,,,3.515994695,1171.496389,,,,,,,,,,,,,,,
3/3/17,1.293981542,,1076,,,1155.798056,,281,,,,,0.804426239,,,,,,,,,3.767952868,1436.798056,,,,,,,,,,,,,,,
3/4/17,-0.650463,,1294,,,1367.105694,,188,,,,,0.879107896,,,,,,,,,4.015760561,1555.105694,,,,,,,,,,,,,,,
3/5/17,-2.071759417,,1024,,,1097.57125,,188,,,,,0.853761509,,,,,,,,,3.047962007,1285.57125,,,,,,,,,,,,,,,
3/6/17,-1.796296375,,1282,,,1363.194722,,301,,,,,0.819131742,,,,,,,,,3.693498632,1664.194722,,,,,,,,,,,,,,,
3/7/17,-2.743055833,,1421,,,1502.194722,,285,,,,,0.840532206,,,,,,,,,3.745028209,1787.194722,,,,,,,,,,,,,,,
3/8/17,-1.958333542,,1423,,,1504.194722,,292,,,,,0.837434106,,,,,,,,,3.948305841,1796.194722,,,,,,,,,,,,,,,
3/9/17,1.979166875,,1137,,,1218.311111,,289,,,,,0.80826785,,,,,,,,,3.918446337,1507.311111,,,,,,,,,,,,,,,
3/10/17,2.481481792,,979,,,1058.448889,,281,,,,,0.790212227,,,,,,,,,3.724513102,1339.448889,,,,,,,,,,,,,,,
3/11/17,1.719907458,,831,,,905.0368056,,218,,,,,0.805883477,,,,,,,,,3.422425628,1123.036806,,,,,,,,,,,,,,,
3/12/17,3.650463208,,719,,,792.5130556,,197,,,,,0.800912177,,,,,,,,,3.294602792,989.5130556,,,,,,,,,,,,,,,
3/13/17,4.127315167,,745,,,824.5331944,,290,,,,,0.739801379,,,,,,,,,3.5677552,1114.533194,,,,,,,,,,,,,,,
3/14/17,5.439815292,,700,,,781.0783333,,289,,,,,0.729926314,,,,,,,,,3.834710715,1070.078333,,,,,,,,,,,,,,,
3/15/17,6.733796833,,535,,,617.0094444,,299,,,,,0.673584152,,,,,,,,,3.563953386,916.0094444,,,,,,,,,,,,,,,
3/16/17,5.446759708,,599,,,676.4963889,,330,,,,,0.672129971,,,,,,,,,3.699430056,1006.496389,,,,,,,,,,,,,,,
3/17/17,6.342593125,,524,,,604.7873611,,302,,,,,0.666956099,,,,,,,,,3.580304504,906.7873611,,,,,,,,,,,,,,,
3/18/17,3.349537375,,591,,,664.0475,,194,,,,,0.773905291,,,,,,,,,3.174184631,858.0475,,,,,,,,,,,,,,,
3/19/17,1.342592667,,867,,,940.2220833,,228,,,,,0.80483163,,,,,,,,,3.7938162,1168.222083,,,,,,,,,,,,,,,
3/20/17,0.988426125,,996,,,1075.565278,,310,,,,,0.776264601,,,,,,,,,3.846435407,1385.565278,,,,,,,,,,,,,,,
3/21/17,4.543981792,,723,,,802.6816667,,289,,,,,0.735270813,,,,,,,,,3.840425508,1091.681667,,,,,,,,,,,,,,,
3/22/17,4.87731525,,662,,,743.0783333,,297,,,,,0.714444585,,,,,,,,,3.58996844,1040.078333,,,,,,,,,,,,,,,
3/23/17,3.817129875,,786,,,867.3693056,,345,,,,,0.715433244,,,,,,,,,4.022277265,1212.369306,,,,,,,,,,,,,,,
3/24/17,3.664352083,,658,,,736.7505556,,343,,,,,0.682334037,,,,,,,,,3.80447576,1079.750556,,,,,,,,,,,,,,,
3/25/17,5.912037458,,482,,,555.0475,,225,,,,,0.711556027,,,,,,,,,3.447907238,780.0475,,,,,,,,,,,,,,,
3/26/17,9.78125075,,262,,,307.7565278,,211.5,,,,,0.592686873,,,,,,,,,3.266103651,519.2565278,,,,,,,,,,,,,,,
3/27/17,11.61805662,,120,,,149.1472222,,327,,,,,0.313237619,,,,,,,,,3.31283643,476.1472222,,,,,,,,,,,,,,,
3/28/17,5.1250005,,513,,,572.4963889,,332,,,,,0.632944914,,,,,,,,,3.670482636,904.4963889,,,,,,,,,,,,,,,
3/29/17,1.745370583,,797,,,878.4856944,,306,,,,,0.741660029,,,,,,,,,3.634786481,1184.485694,,,,,,,,,,,,,,,
3/30/17,1.689814917,,828,,,908.4963889,,308,,,,,0.746813881,,,,,,,,,3.63689141,1216.496389,,,,,,,,,,,,,,,
3/31/17,2.178240958,,964,,,1044.321806,,295,,,,,0.779739269,,,,,,,,,3.845966835,1339.321806,,,,,,,,,,,,,,,
