Best estimate of cooling provided,Negative values,Best estimate of heating provided,Ambient temperature (°C),,,,
 (kWh/h),(kWh/h),(kWh/h),°C,,,,
Cooling,Cooling,Heating ,ODA,,,,
5,-5,41,2,,,,
5,-5,41,2,,,,
5,-5,41,2,,,,
5,-5,41,2,,,,
5,-5,41,2,,,,
5,-5,41,2,,,,
5,-5,41,2,,,,
5,-5,41,2,,,,
5,-5,41,2,,,,
5,-5,41,2,,,,
5,-5,41,2,,,,
5,-5,41,2,,,,
5,-5,41,2,,,,
5,-5,41,2,,,,
5,-5,41,2,,,,
5,-5,41,2,,,,
5,-5,41,2,,,,
5,-5,41,2,,,,
5,-5,41,2,,,,
5,-5,41,2,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.111111,,,,
5,-5,41,2.166667,,,,
5,-5,41,2.166667,,,,
5,-5,41,2.166667,,,,
5,-5,41,2.166667,,,,
5,-5,41,2.166667,,,,
5,-5,41,2.166667,,,,
5,-5,41,2.166667,,,,
5,-5,41,2.166667,,,,
5,-5,41,2.166667,,,,
5,-5,41,2.166667,,,,
5,-5,41,2.166667,,,,
5,-5,41,2.166667,,,,
5,-5,41,2.166667,,,,
5,-5,41,2.166667,,,,
5,-5,41,2.166667,,,,
5,-5,41,2.166667,,,,
5,-5,41,2.166667,,,,
5,-5,41,2.166667,,,,
5,-5,41,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.166667,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.222222,,,,
5,-5,40,2.333334,,,,
5,-5,40,2.333334,,,,
5,-5,40,2.333334,,,,
5,-5,40,2.333334,,,,
5,-5,40,2.333334,,,,
5,-5,40,2.333334,,,,
5,-5,40,2.333334,,,,
5,-5,40,2.333334,,,,
5,-5,40,2.333334,,,,
5,-5,40,2.333334,,,,
5,-5,40,2.333334,,,,
5,-5,40,2.333334,,,,
5,-5,40,2.333334,,,,
5,-5,40,2.333334,,,,
5,-5,40,2.333334,,,,
5,-5,40,2.333334,,,,
5,-5,40,2.333334,,,,
5,-5,40,2.333334,,,,
5,-5,40,2.333334,,,,
5,-5,39,2.333334,,,,
5,-5,39,2.333334,,,,
5,-5,39,2.333334,,,,
5,-5,39,2.333334,,,,
5,-5,39,2.333334,,,,
5,-5,39,2.333334,,,,
5,-5,39,2.333334,,,,
5,-5,39,2.333334,,,,
5,-5,39,2.333334,,,,
5,-5,39,2.333334,,,,
5,-5,39,2.333334,,,,
5,-5,39,2.333334,,,,
5,-5,39,2.333334,,,,
5,-5,39,2.333334,,,,
5,-5,39,2.333334,,,,
5,-5,39,2.333334,,,,
5,-5,39,2.388889,,,,
5,-5,39,2.388889,,,,
5,-5,39,2.388889,,,,
5,-5,39,2.388889,,,,
5,-5,39,2.388889,,,,
5,-5,39,2.388889,,,,
5,-5,39,2.388889,,,,
5,-5,39,2.388889,,,,
5,-5,39,2.388889,,,,
5,-5,39,2.388889,,,,
5,-5,39,2.388889,,,,
5,-5,39,2.388889,,,,
5,-5,39,2.388889,,,,
5,-5,39,2.388889,,,,
5,-5,39,2.388889,,,,
5,-5,39,2.388889,,,,
5,-5,39,2.388889,,,,
5,-5,39,2.388889,,,,
5,-5,39,2.388889,,,,
5,-5,39,2.388889,,,,
5,-5,39,2.388889,,,,
5,-5,39,2.388889,,,,
5,-5,39,2.388889,,,,
5,-5,39,2.388889,,,,
5,-5,39,2.388889,,,,
5,-5,39,2.388889,,,,
5,-5,39,2.388889,,,,
5,-5,39,2.388889,,,,
5,-5,39,2.388889,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,39,2.5,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.555556,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,38,2.666667,,,,
5,-5,37,2.722222,,,,
5,-5,37,2.722222,,,,
5,-5,37,2.722222,,,,
5,-5,37,2.722222,,,,
5,-5,37,2.722222,,,,
5,-5,37,2.722222,,,,
5,-5,37,2.722222,,,,
5,-5,37,2.722222,,,,
5,-5,37,2.722222,,,,
5,-5,37,2.722222,,,,
5,-5,37,2.722222,,,,
5,-5,37,2.722222,,,,
5,-5,37,2.722222,,,,
5,-5,37,2.722222,,,,
5,-5,37,2.722222,,,,
5,-5,37,2.722222,,,,
5,-5,37,2.722222,,,,
5,-5,37,2.722222,,,,
5,-5,37,2.722222,,,,
5,-5,37,2.722222,,,,
5,-5,37,2.722222,,,,
5,-5,37,2.722222,,,,
5,-5,37,2.722222,,,,
5,-5,37,2.722222,,,,
5,-5,37,2.722222,,,,
5,-5,37,2.722222,,,,
5,-5,37,2.722222,,,,
5,-5,37,2.722222,,,,
5,-5,37,2.722222,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,37,2.777778,,,,
5,-5,36,2.777778,,,,
5,-5,36,2.777778,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.888889,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,36,2.944445,,,,
5,-5,35,2.944445,,,,
5,-5,35,2.944445,,,,
5,-5,35,2.944445,,,,
5,-5,35,2.944445,,,,
5,-5,35,2.944445,,,,
5,-5,35,2.944445,,,,
5,-5,35,2.944445,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.055556,,,,
5,-5,35,3.111111,,,,
5,-5,35,3.111111,,,,
5,-5,35,3.111111,,,,
5,-5,35,3.111111,,,,
5,-5,35,3.111111,,,,
5,-5,35,3.111111,,,,
5,-5,35,3.111111,,,,
5,-5,35,3.111111,,,,
5,-5,35,3.111111,,,,
5,-5,35,3.111111,,,,
5,-5,35,3.111111,,,,
5,-5,35,3.111111,,,,
5,-5,35,3.111111,,,,
5,-5,35,3.111111,,,,
5,-5,35,3.111111,,,,
5,-5,35,3.111111,,,,
5,-5,35,3.111111,,,,
5,-5,35,3.111111,,,,
5,-5,35,3.111111,,,,
5,-5,35,3.111111,,,,
5,-5,35,3.111111,,,,
5,-5,35,3.111111,,,,
5,-5,34,3.111111,,,,
5,-5,34,3.111111,,,,
5,-5,34,3.111111,,,,
5,-5,34,3.111111,,,,
5,-5,34,3.111111,,,,
5,-5,34,3.111111,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.222222,,,,
5,-5,34,3.277778,,,,
5,-5,34,3.277778,,,,
5,-5,34,3.277778,,,,
5,-5,34,3.277778,,,,
5,-5,34,3.277778,,,,
5,-5,34,3.277778,,,,
5,-5,34,3.277778,,,,
5,-5,34,3.277778,,,,
5,-5,34,3.277778,,,,
5,-5,34,3.277778,,,,
5,-5,34,3.277778,,,,
5,-5,34,3.277778,,,,
5,-5,34,3.277778,,,,
5,-5,34,3.277778,,,,
5,-5,34,3.277778,,,,
5,-5,34,3.277778,,,,
5,-5,34,3.277778,,,,
5,-5,34,3.277778,,,,
5,-5,34,3.277778,,,,
5,-5,34,3.277778,,,,
5,-5,34,3.277778,,,,
5,-5,34,3.277778,,,,
5,-5,34,3.277778,,,,
5,-5,34,3.277778,,,,
5,-5,34,3.277778,,,,
5,-5,34,3.277778,,,,
5,-5,34,3.277778,,,,
5,-5,34,3.277778,,,,
5,-5,33,3.277778,,,,
5,-5,33,3.277778,,,,
5,-5,33,3.277778,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.333334,,,,
5,-5,33,3.444445,,,,
5,-5,33,3.444445,,,,
5,-5,33,3.444445,,,,
5,-5,33,3.444445,,,,
5,-5,33,3.444445,,,,
5,-5,33,3.444445,,,,
5,-5,33,3.444445,,,,
5,-5,33,3.444445,,,,
5,-5,33,3.444445,,,,
5,-5,33,3.444445,,,,
5,-5,33,3.444445,,,,
5,-5,33,3.444445,,,,
5,-5,33,3.444445,,,,
5,-5,33,3.444445,,,,
5,-5,33,3.444445,,,,
5,-5,33,3.444445,,,,
5,-5,33,3.444445,,,,
5,-5,33,3.444445,,,,
5,-5,33,3.444445,,,,
5,-5,33,3.444445,,,,
5,-5,33,3.444445,,,,
5,-5,33,3.444445,,,,
5,-5,33,3.5,,,,
5,-5,33,3.5,,,,
5,-5,33,3.5,,,,
5,-5,33,3.5,,,,
5,-5,33,3.5,,,,
5,-5,33,3.5,,,,
5,-5,33,3.5,,,,
5,-5,33,3.5,,,,
5,-5,33,3.5,,,,
5,-5,33,3.5,,,,
5,-5,33,3.5,,,,
5,-5,33,3.5,,,,
5,-5,33,3.5,,,,
5,-5,32,3.5,,,,
5,-5,32,3.5,,,,
5,-5,32,3.5,,,,
5,-5,32,3.5,,,,
5,-5,32,3.5,,,,
5,-5,32,3.5,,,,
5,-5,32,3.5,,,,
5,-5,32,3.5,,,,
5,-5,32,3.5,,,,
5,-5,32,3.5,,,,
5,-5,32,3.5,,,,
5,-5,32,3.5,,,,
5,-5,32,3.5,,,,
5,-5,32,3.5,,,,
5,-5,32,3.5,,,,
5,-5,32,3.5,,,,
5,-5,32,3.5,,,,
5,-5,32,3.5,,,,
5,-5,32,3.5,,,,
5.263157895,-5.263157895,32,3.5,,,,
5.263157895,-5.263157895,32,3.5,,,,
5.263157895,-5.263157895,32,3.5,,,,
5.263157895,-5.263157895,32,3.5,,,,
5.263157895,-5.263157895,32,3.5,,,,
5.263157895,-5.263157895,32,3.5,,,,
5.263157895,-5.263157895,32,3.5,,,,
5.263157895,-5.263157895,32,3.5,,,,
5.263157895,-5.263157895,32,3.5,,,,
5.263157895,-5.263157895,32,3.5,,,,
5.263157895,-5.263157895,32,3.5,,,,
5.263157895,-5.263157895,32,3.611111,,,,
5.263157895,-5.263157895,32,3.611111,,,,
5.263157895,-5.263157895,32,3.611111,,,,
5.263157895,-5.263157895,32,3.611111,,,,
5.263157895,-5.263157895,32,3.611111,,,,
5.263157895,-5.263157895,32,3.611111,,,,
5.263157895,-5.263157895,32,3.611111,,,,
5.263157895,-5.263157895,32,3.611111,,,,
5.5,-5.5,32,3.611111,,,,
5.882352941,-5.882352941,32,3.611111,,,,
5.882352941,-5.882352941,32,3.611111,,,,
5.882352941,-5.882352941,32,3.611111,,,,
5.882352941,-5.882352941,32,3.611111,,,,
5.882352941,-5.882352941,32,3.611111,,,,
5.882352941,-5.882352941,32,3.611111,,,,
5.882352941,-5.882352941,32,3.611111,,,,
5.882352941,-5.882352941,32,3.611111,,,,
5.882352941,-5.882352941,32,3.611111,,,,
5.882352941,-5.882352941,32,3.611111,,,,
5.882352941,-5.882352941,32,3.611111,,,,
5.882352941,-5.882352941,32,3.611111,,,,
5.882352941,-5.882352941,32,3.611111,,,,
5.882352941,-5.882352941,32,3.611111,,,,
5.882352941,-5.882352941,32,3.611111,,,,
5.882352941,-5.882352941,32,3.611111,,,,
5.882352941,-5.882352941,32,3.611111,,,,
6,-6,32,3.611111,,,,
6,-6,32,3.611111,,,,
6,-6,32,3.611111,,,,
6,-6,32,3.611111,,,,
6,-6,32,3.611111,,,,
6,-6,32,3.611111,,,,
6,-6,32,3.611111,,,,
6,-6,32,3.611111,,,,
6,-6,31,3.666667,,,,
6,-6,31,3.666667,,,,
6,-6,31,3.666667,,,,
6,-6,31,3.666667,,,,
6,-6,31,3.666667,,,,
6,-6,31,3.666667,,,,
6,-6,31,3.666667,,,,
6,-6,31,3.666667,,,,
6,-6,31,3.666667,,,,
6,-6,31,3.666667,,,,
6,-6,31,3.666667,,,,
6,-6,31,3.666667,,,,
6,-6,31,3.666667,,,,
6,-6,31,3.666667,,,,
6,-6,31,3.666667,,,,
6,-6,31,3.666667,,,,
6,-6,31,3.666667,,,,
6,-6,31,3.666667,,,,
6,-6,31,3.666667,,,,
6,-6,31,3.666667,,,,
6,-6,31,3.666667,,,,
6,-6,31,3.666667,,,,
6,-6,31,3.666667,,,,
6,-6,31,3.666667,,,,
6,-6,31,3.777778,,,,
6,-6,31,3.777778,,,,
6,-6,31,3.777778,,,,
6,-6,31,3.777778,,,,
6,-6,31,3.777778,,,,
6,-6,31,3.777778,,,,
6,-6,31,3.777778,,,,
6,-6,31,3.777778,,,,
6,-6,31,3.777778,,,,
6,-6,31,3.777778,,,,
6,-6,31,3.777778,,,,
6,-6,31,3.777778,,,,
6,-6,31,3.777778,,,,
6,-6,31,3.777778,,,,
6,-6,31,3.777778,,,,
6,-6,31,3.777778,,,,
6,-6,31,3.777778,,,,
6,-6,31,3.777778,,,,
6,-6,31,3.777778,,,,
6,-6,31,3.777778,,,,
6,-6,31,3.777778,,,,
6,-6,31,3.777778,,,,
6,-6,31,3.777778,,,,
6,-6,31,3.777778,,,,
6,-6,31,3.777778,,,,
6,-6,31,3.777778,,,,
6,-6,31,3.777778,,,,
6,-6,31,3.777778,,,,
6,-6,31,3.833334,,,,
6,-6,31,3.833334,,,,
6,-6,31,3.833334,,,,
6,-6,31,3.833334,,,,
6,-6,31,3.833334,,,,
6,-6,31,3.833334,,,,
6,-6,31,3.833334,,,,
6,-6,31,3.833334,,,,
6,-6,31,3.833334,,,,
6,-6,31,3.833334,,,,
6,-6,31,3.833334,,,,
6,-6,31,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.833334,,,,
6,-6,30,3.944445,,,,
6,-6,30,3.944445,,,,
6,-6,30,3.944445,,,,
6,-6,30,3.944445,,,,
6,-6,30,3.944445,,,,
6,-6,30,3.944445,,,,
6,-6,30,3.944445,,,,
6,-6,30,3.944445,,,,
6,-6,30,3.944445,,,,
6,-6,30,3.944445,,,,
6,-6,30,3.944445,,,,
6,-6,30,3.944445,,,,
6,-6,30,3.944445,,,,
6,-6,30,3.944445,,,,
6,-6,30,3.944445,,,,
6,-6,30,3.944445,,,,
6,-6,30,3.944445,,,,
6,-6,30,3.944445,,,,
6,-6,30,3.944445,,,,
6,-6,30,3.944445,,,,
6,-6,30,3.944445,,,,
6,-6,30,3.944445,,,,
6,-6,30,3.944445,,,,
6,-6,30,3.944445,,,,
6,-6,30,3.944445,,,,
6,-6,30,4,,,,
6,-6,30,4,,,,
6,-6,30,4,,,,
6,-6,30,4,,,,
6,-6,30,4,,,,
6,-6,30,4,,,,
6,-6,30,4,,,,
6,-6,30,4,,,,
6,-6,30,4,,,,
6,-6,30,4,,,,
6,-6,30,4,,,,
6,-6,30,4,,,,
6,-6,30,4,,,,
6,-6,30,4,,,,
6,-6,30,4,,,,
6,-6,29,4,,,,
6,-6,29,4,,,,
6,-6,29,4,,,,
6,-6,29,4,,,,
6,-6,29,4,,,,
6,-6,29,4,,,,
6,-6,29,4,,,,
6,-6,29,4,,,,
6,-6,29,4,,,,
6,-6,29,4,,,,
