Best estimate of cooling provided,Negative values,Best estimate of heating provided,Ambient temperature (°C),,,,
 (kWh/h),(kWh/h),(kWh/h),°C,,,,
Cooling,Cooling,Heating ,ODA,,,,
18,-18,0,15.333335,,,,
18,-18,0,15.333335,,,,
18,-18,0,15.333335,,,,
18,-18,0,15.333335,,,,
18,-18,0,15.333335,,,,
18,-18,0,15.333335,,,,
18,-18,0,15.333335,,,,
18,-18,0,15.333335,,,,
18,-18,0,15.333335,,,,
18,-18,0,15.333335,,,,
18,-18,0,15.333335,,,,
18,-18,0,15.333335,,,,
18,-18,0,15.333335,,,,
18,-18,0,15.333335,,,,
18,-18,0,15.333335,,,,
18,-18,0,15.333335,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.444446,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.500001,,,,
18,-18,0,15.611112,,,,
18,-18,0,15.611112,,,,
18,-18,0,15.611112,,,,
18,-18,0,15.611112,,,,
18,-18,0,15.611112,,,,
18,-18,0,15.611112,,,,
18,-18,0,15.611112,,,,
18,-18,0,15.611112,,,,
18.5,-18.5,0,15.611112,,,,
18.63636364,-18.63636364,0,15.611112,,,,
19,-19,0,15.611112,,,,
19,-19,0,15.611112,,,,
19,-19,0,15.611112,,,,
19,-19,0,15.611112,,,,
19,-19,0,15.611112,,,,
19,-19,0,15.611112,,,,
19,-19,0,15.611112,,,,
19,-19,0,15.611112,,,,
19,-19,0,15.611112,,,,
19,-19,0,15.611112,,,,
19,-19,0,15.611112,,,,
19,-19,0,15.611112,,,,
19,-19,0,15.611112,,,,
19,-19,0,15.611112,,,,
19,-19,0,15.611112,,,,
19,-19,0,15.611112,,,,
19,-19,0,15.611112,,,,
19,-19,0,15.611112,,,,
19,-19,0,15.611112,,,,
19,-19,0,15.666668,,,,
19,-19,0,15.666668,,,,
19,-19,0,15.666668,,,,
19,-19,0,15.666668,,,,
19,-19,0,15.666668,,,,
19,-19,0,15.666668,,,,
19,-19,0,15.666668,,,,
19,-19,0,15.666668,,,,
19,-19,0,15.666668,,,,
19,-19,0,15.666668,,,,
19,-19,0,15.666668,,,,
19,-19,0,15.666668,,,,
19,-19,0,15.666668,,,,
19,-19,0,15.666668,,,,
19,-19,0,15.666668,,,,
19,-19,0,15.666668,,,,
19,-19,0,15.666668,,,,
19,-19,0,15.666668,,,,
19,-19,0,15.666668,,,,
19,-19,0,15.666668,,,,
19,-19,0,15.666668,,,,
19,-19,0,15.666668,,,,
19,-19,0,15.666668,,,,
19,-19,0,15.666668,,,,
19,-19,0,15.666668,,,,
19,-19,0,15.666668,,,,
19,-19,0,15.666668,,,,
19,-19,0,15.666668,,,,
19,-19,0,15.666668,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.777779,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.833335,,,,
19,-19,0,15.944446,,,,
19,-19,0,15.944446,,,,
19,-19,0,15.944446,,,,
19,-19,0,15.944446,,,,
19,-19,0,15.944446,,,,
19,-19,0,15.944446,,,,
19,-19,0,15.944446,,,,
19,-19,0,15.944446,,,,
19,-19,0,15.944446,,,,
19,-19,0,15.944446,,,,
19,-19,0,15.944446,,,,
19,-19,0,15.944446,,,,
19,-19,0,15.944446,,,,
19,-19,0,15.944446,,,,
19,-19,0,15.944446,,,,
19,-19,0,15.944446,,,,
19,-19,0,15.944446,,,,
19,-19,0,15.944446,,,,
19,-19,0,15.944446,,,,
19,-19,0,15.944446,,,,
19,-19,0,15.944446,,,,
19,-19,0,15.944446,,,,
19,-19,0,15.944446,,,,
19,-19,0,16.055557,,,,
19,-19,0,16.055557,,,,
19,-19,0,16.055557,,,,
19,-19,0,16.055557,,,,
19,-19,0,16.055557,,,,
19,-19,0,16.055557,,,,
19,-19,0,16.055557,,,,
19,-19,0,16.055557,,,,
19,-19,0,16.055557,,,,
19,-19,0,16.055557,,,,
19,-19,0,16.055557,,,,
19,-19,0,16.055557,,,,
19,-19,0,16.055557,,,,
19,-19,0,16.055557,,,,
19,-19,0,16.055557,,,,
19,-19,0,16.055557,,,,
19,-19,0,16.055557,,,,
19,-19,0,16.055557,,,,
19,-19,0,16.055557,,,,
19,-19,0,16.055557,,,,
19,-19,0,16.055557,,,,
19,-19,0,16.055557,,,,
19,-19,0,16.055557,,,,
19,-19,0,16.055557,,,,
19,-19,0,16.055557,,,,
19,-19,0,16.055557,,,,
19,-19,0,16.055557,,,,
19,-19,0,16.055557,,,,
19,-19,0,16.111112,,,,
19,-19,0,16.111112,,,,
19,-19,0,16.111112,,,,
19,-19,0,16.111112,,,,
19,-19,0,16.111112,,,,
19,-19,0,16.111112,,,,
19,-19,0,16.111112,,,,
19,-19,0,16.111112,,,,
19,-19,0,16.111112,,,,
19,-19,0,16.111112,,,,
19,-19,0,16.111112,,,,
19,-19,0,16.111112,,,,
19,-19,0,16.111112,,,,
19,-19,0,16.111112,,,,
19,-19,0,16.111112,,,,
19,-19,0,16.111112,,,,
19,-19,0,16.111112,,,,
19,-19,0,16.111112,,,,
19,-19,0,16.111112,,,,
19,-19,0,16.111112,,,,
19,-19,0,16.111112,,,,
19,-19,0,16.111112,,,,
19,-19,0,16.111112,,,,
19,-19,0,16.111112,,,,
19,-19,0,16.111112,,,,
19,-19,0,16.111112,,,,
19,-19,0,16.111112,,,,
19,-19,0,16.111112,,,,
20,-20,0,16.111112,,,,
20,-20,0,16.111112,,,,
20,-20,0,16.111112,,,,
20,-20,0,16.111112,,,,
20,-20,0,16.111112,,,,
20,-20,0,16.111112,,,,
20,-20,0,16.111112,,,,
20,-20,0,16.111112,,,,
20,-20,0,16.111112,,,,
20,-20,0,16.111112,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.222224,,,,
20,-20,0,16.277779,,,,
20,-20,0,16.277779,,,,
20,-20,0,16.277779,,,,
20,-20,0,16.277779,,,,
20,-20,0,16.277779,,,,
20,-20,0,16.277779,,,,
20,-20,0,16.277779,,,,
20,-20,0,16.277779,,,,
20,-20,0,16.277779,,,,
20,-20,0,16.277779,,,,
20,-20,0,16.277779,,,,
20,-20,0,16.277779,,,,
20,-20,0,16.277779,,,,
20,-20,0,16.277779,,,,
20,-20,0,16.277779,,,,
20,-20,0,16.277779,,,,
20,-20,0,16.277779,,,,
20,-20,0,16.277779,,,,
20,-20,0,16.277779,,,,
20,-20,0,16.277779,,,,
20,-20,0,16.277779,,,,
20,-20,0,16.277779,,,,
20,-20,0,16.277779,,,,
20,-20,0,16.277779,,,,
20,-20,0,16.277779,,,,
20,-20,0,16.277779,,,,
20,-20,0,16.277779,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.38889,,,,
20,-20,0,16.444446,,,,
20,-20,0,16.444446,,,,
20,-20,0,16.444446,,,,
20,-20,0,16.444446,,,,
20,-20,0,16.444446,,,,
20,-20,0,16.444446,,,,
20,-20,0,16.444446,,,,
20,-20,0,16.444446,,,,
20,-20,0,16.444446,,,,
20,-20,0,16.444446,,,,
20,-20,0,16.444446,,,,
20,-20,0,16.444446,,,,
20,-20,0,16.444446,,,,
20,-20,0,16.444446,,,,
20,-20,0,16.444446,,,,
20,-20,0,16.444446,,,,
20,-20,0,16.444446,,,,
20,-20,0,16.444446,,,,
20,-20,0,16.444446,,,,
20,-20,0,16.444446,,,,
20,-20,0,16.444446,,,,
20,-20,0,16.444446,,,,
20,-20,0,16.555557,,,,
20,-20,0,16.555557,,,,
20,-20,0,16.555557,,,,
20,-20,0,16.555557,,,,
20,-20,0,16.555557,,,,
20,-20,0,16.555557,,,,
20,-20,0,16.555557,,,,
20,-20,0,16.555557,,,,
20,-20,0,16.555557,,,,
20,-20,0,16.555557,,,,
20,-20,0,16.555557,,,,
20,-20,0,16.555557,,,,
20,-20,0,16.555557,,,,
20,-20,0,16.555557,,,,
20,-20,0,16.555557,,,,
20,-20,0,16.555557,,,,
20,-20,0,16.555557,,,,
20,-20,0,16.555557,,,,
20,-20,0,16.555557,,,,
20,-20,0,16.555557,,,,
20,-20,0,16.555557,,,,
20,-20,0,16.555557,,,,
20,-20,0,16.555557,,,,
20,-20,0,16.555557,,,,
20,-20,0,16.555557,,,,
20,-20,0,16.555557,,,,
20,-20,0,16.555557,,,,
21,-21,0,16.555557,,,,
21,-21,0,16.555557,,,,
21,-21,0,16.555557,,,,
21,-21,0,16.555557,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.666668,,,,
21,-21,0,16.722224,,,,
21,-21,0,16.722224,,,,
21,-21,0,16.722224,,,,
21,-21,0,16.722224,,,,
21,-21,0,16.722224,,,,
21,-21,0,16.722224,,,,
21,-21,0,16.722224,,,,
21,-21,0,16.722224,,,,
21,-21,0,16.722224,,,,
21,-21,0,16.722224,,,,
21,-21,0,16.722224,,,,
21,-21,0,16.722224,,,,
21,-21,0,16.722224,,,,
21,-21,0,16.722224,,,,
21,-21,0,16.722224,,,,
21,-21,0,16.722224,,,,
21,-21,0,16.722224,,,,
21,-21,0,16.722224,,,,
21,-21,0,16.722224,,,,
21,-21,0,16.722224,,,,
21,-21,0,16.722224,,,,
21,-21,0,16.722224,,,,
21,-21,0,16.722224,,,,
21,-21,0,16.722224,,,,
21,-21,0,16.722224,,,,
21,-21,0,16.722224,,,,
21,-21,0,16.722224,,,,
21,-21,0,16.722224,,,,
21,-21,0,16.722224,,,,
21,-21,0,16.833335,,,,
21,-21,0,16.833335,,,,
21,-21,0,16.833335,,,,
21,-21,0,16.833335,,,,
21,-21,0,16.833335,,,,
21,-21,0,16.833335,,,,
21,-21,0,16.833335,,,,
21,-21,0,16.833335,,,,
21,-21,0,16.833335,,,,
21,-21,0,16.833335,,,,
21,-21,0,16.833335,,,,
21,-21,0,16.833335,,,,
21,-21,0,16.833335,,,,
21,-21,0,16.833335,,,,
21,-21,0,16.833335,,,,
21,-21,0,16.833335,,,,
21,-21,0,16.833335,,,,
21,-21,0,16.833335,,,,
21,-21,0,16.833335,,,,
21,-21,0,16.833335,,,,
21,-21,0,16.833335,,,,
21,-21,0,16.833335,,,,
21,-21,0,16.833335,,,,
21,-21,0,16.833335,,,,
21,-21,0,16.833335,,,,
21,-21,0,16.833335,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,16.88889,,,,
21,-21,0,17.000001,,,,
21,-21,0,17.000001,,,,
21,-21,0,17.000001,,,,
21,-21,0,17.000001,,,,
21,-21,0,17.000001,,,,
21,-21,0,17.000001,,,,
21,-21,0,17.000001,,,,
21,-21,0,17.000001,,,,
21,-21,0,17.000001,,,,
21,-21,0,17.000001,,,,
21,-21,0,17.000001,,,,
21,-21,0,17.000001,,,,
21,-21,0,17.000001,,,,
21,-21,0,17.000001,,,,
22,-22,0,17.000001,,,,
22,-22,0,17.000001,,,,
22,-22,0,17.000001,,,,
22,-22,0,17.000001,,,,
22,-22,0,17.000001,,,,
22,-22,0,17.000001,,,,
22,-22,0,17.000001,,,,
22,-22,0,17.000001,,,,
22,-22,0,17.000001,,,,
22,-22,0,17.000001,,,,
22,-22,0,17.000001,,,,
22,-22,0,17.055557,,,,
22,-22,0,17.055557,,,,
22,-22,0,17.055557,,,,
22,-22,0,17.055557,,,,
22,-22,0,17.055557,,,,
22,-22,0,17.055557,,,,
22,-22,0,17.055557,,,,
22,-22,0,17.055557,,,,
22,-22,0,17.055557,,,,
22,-22,0,17.055557,,,,
22,-22,0,17.055557,,,,
22,-22,0,17.055557,,,,
22,-22,0,17.055557,,,,
22,-22,0,17.055557,,,,
22,-22,0,17.055557,,,,
22,-22,0,17.055557,,,,
22,-22,0,17.055557,,,,
22,-22,0,17.055557,,,,
22,-22,0,17.055557,,,,
22,-22,0,17.055557,,,,
22,-22,0,17.055557,,,,
22,-22,0,17.055557,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.166668,,,,
22,-22,0,17.277779,,,,
22,-22,0,17.277779,,,,
22,-22,0,17.277779,,,,
22,-22,0,17.277779,,,,
22,-22,0,17.277779,,,,
22,-22,0,17.277779,,,,
22,-22,0,17.277779,,,,
22,-22,0,17.277779,,,,
22,-22,0,17.277779,,,,
22,-22,0,17.277779,,,,
22,-22,0,17.277779,,,,
22,-22,0,17.277779,,,,
22,-22,0,17.277779,,,,
22,-22,0,17.277779,,,,
22,-22,0,17.277779,,,,
22,-22,0,17.277779,,,,
22,-22,0,17.277779,,,,
22,-22,0,17.277779,,,,
22,-22,0,17.277779,,,,
22,-22,0,17.277779,,,,
22,-22,0,17.277779,,,,
22,-22,0,17.277779,,,,
22,-22,0,17.277779,,,,
22,-22,0,17.277779,,,,
22,-22,0,17.277779,,,,
22,-22,0,17.277779,,,,
22,-22,0,17.277779,,,,
22,-22,0,17.277779,,,,
22,-22,0,17.277779,,,,
22,-22,0,17.333335,,,,
22,-22,0,17.333335,,,,
22,-22,0,17.333335,,,,
22,-22,0,17.333335,,,,
22,-22,0,17.333335,,,,
22,-22,0,17.333335,,,,
22,-22,0,17.333335,,,,
22,-22,0,17.333335,,,,
22,-22,0,17.333335,,,,
22,-22,0,17.333335,,,,
22,-22,0,17.333335,,,,
22,-22,0,17.333335,,,,
22,-22,0,17.333335,,,,
22,-22,0,17.333335,,,,
22,-22,0,17.333335,,,,
22,-22,0,17.333335,,,,
22,-22,0,17.333335,,,,
22,-22,0,17.333335,,,,
22,-22,0,17.333335,,,,
22,-22,0,17.333335,,,,
22,-22,0,17.333335,,,,
22,-22,0,17.333335,,,,
22,-22,0,17.333335,,,,
23,-23,0,17.333335,,,,
23,-23,0,17.333335,,,,
23,-23,0,17.333335,,,,
23,-23,0,17.333335,,,,
23,-23,0,17.333335,,,,
23,-23,0,17.333335,,,,
23,-23,0,17.333335,,,,
23,-23,0,17.333335,,,,
23,-23,0,17.333335,,,,
23,-23,0,17.333335,,,,
23,-23,0,17.333335,,,,
23,-23,0,17.333335,,,,
23,-23,0,17.333335,,,,
23,-23,0,17.333335,,,,
23,-23,0,17.333335,,,,
23,-23,0,17.333335,,,,
23,-23,0,17.333335,,,,
23,-23,0,17.333335,,,,
23,-23,0,17.333335,,,,
23,-23,0,17.333335,,,,
23,-23,0,17.333335,,,,
23,-23,0,17.333335,,,,
23,-23,0,17.333335,,,,
23,-23,0,17.333335,,,,
23,-23,0,17.333335,,,,
23,-23,0,17.333335,,,,
23,-23,0,17.333335,,,,
23,-23,0,17.444446,,,,
23,-23,0,17.444446,,,,
23,-23,0,17.444446,,,,
23,-23,0,17.444446,,,,
23,-23,0,17.444446,,,,
23,-23,0,17.444446,,,,
23,-23,0,17.444446,,,,
23,-23,0,17.444446,,,,
23,-23,0,17.444446,,,,
23,-23,0,17.444446,,,,
23,-23,0,17.444446,,,,
23,-23,0,17.444446,,,,
23,-23,0,17.444446,,,,
23,-23,0,17.444446,,,,
23,-23,0,17.444446,,,,
23,-23,0,17.500001,,,,
23,-23,0,17.500001,,,,
23,-23,0,17.500001,,,,
23,-23,0,17.500001,,,,
23,-23,0,17.500001,,,,
23,-23,0,17.500001,,,,
23,-23,0,17.500001,,,,
23,-23,0,17.500001,,,,
23,-23,0,17.500001,,,,
23,-23,0,17.500001,,,,
23,-23,0,17.500001,,,,
23,-23,0,17.500001,,,,
23,-23,0,17.500001,,,,
23,-23,0,17.500001,,,,
23,-23,0,17.500001,,,,
23,-23,0,17.500001,,,,
23,-23,0,17.500001,,,,
23,-23,0,17.500001,,,,
23,-23,0,17.500001,,,,
23,-23,0,17.500001,,,,
23,-23,0,17.500001,,,,
23,-23,0,17.611113,,,,
23,-23,0,17.611113,,,,
23,-23,0,17.611113,,,,
23,-23,0,17.611113,,,,
23,-23,0,17.611113,,,,
23,-23,0,17.611113,,,,
23,-23,0,17.611113,,,,
23,-23,0,17.611113,,,,
23,-23,0,17.611113,,,,
23,-23,0,17.611113,,,,
23,-23,0,17.611113,,,,
23,-23,0,17.611113,,,,
23,-23,0,17.611113,,,,
23,-23,0,17.611113,,,,
23,-23,0,17.611113,,,,
23,-23,0,17.611113,,,,
23,-23,0,17.611113,,,,
23,-23,0,17.611113,,,,
23,-23,0,17.611113,,,,
23,-23,0,17.611113,,,,
23,-23,0,17.611113,,,,
23,-23,0,17.611113,,,,
23,-23,0,17.611113,,,,
23,-23,0,17.611113,,,,
23,-23,0,17.611113,,,,
23,-23,0,17.611113,,,,
23,-23,0,17.722224,,,,
23,-23,0,17.722224,,,,
23,-23,0,17.722224,,,,
23,-23,0,17.722224,,,,
23,-23,0,17.722224,,,,
23,-23,0,17.722224,,,,
23,-23,0,17.722224,,,,
23,-23,0,17.722224,,,,
23,-23,0,17.722224,,,,
23,-23,0,17.722224,,,,
23,-23,0,17.722224,,,,
23,-23,0,17.722224,,,,
23,-23,0,17.722224,,,,
23,-23,0,17.722224,,,,
23.5,-23.5,0,17.722224,,,,
24,-24,0,17.722224,,,,
24,-24,0,17.722224,,,,
24,-24,0,17.722224,,,,
24,-24,0,17.722224,,,,
24,-24,0,17.722224,,,,
24,-24,0,17.722224,,,,
24,-24,0,17.722224,,,,
24,-24,0,17.722224,,,,
24,-24,0,17.722224,,,,
24,-24,0,17.722224,,,,
24,-24,0,17.722224,,,,
24,-24,0,17.722224,,,,
24,-24,0,17.722224,,,,
24,-24,0,17.722224,,,,
24,-24,0,17.722224,,,,
24,-24,0,17.722224,,,,
24,-24,0,17.722224,,,,
24,-24,0,17.722224,,,,
24,-24,0,17.722224,,,,
24,-24,0,17.722224,,,,
24,-24,0,17.722224,,,,
24,-24,0,17.777779,,,,
24,-24,0,17.777779,,,,
24,-24,0,17.777779,,,,
24,-24,0,17.777779,,,,
24,-24,0,17.777779,,,,
24,-24,0,17.777779,,,,
24,-24,0,17.777779,,,,
24,-24,0,17.777779,,,,
24,-24,0,17.777779,,,,
24,-24,0,17.777779,,,,
24,-24,0,17.777779,,,,
24,-24,0,17.777779,,,,
24,-24,0,17.777779,,,,
24,-24,0,17.777779,,,,
24,-24,0,17.777779,,,,
24,-24,0,17.777779,,,,
24,-24,0,17.777779,,,,
24,-24,0,17.777779,,,,
24,-24,0,17.777779,,,,
24,-24,0,17.777779,,,,
24,-24,0,17.777779,,,,
24,-24,0,17.777779,,,,
24,-24,0,17.777779,,,,
24,-24,0,17.777779,,,,
24,-24,0,17.777779,,,,
24,-24,0,17.777779,,,,
24,-24,0,17.777779,,,,
